topic,text,size
0,unless,0.000539174675381
0,week,0.000538412878446
0,11,0.00053725509735
0,paid,0.000536219858767
0,soon,0.00053591584493
0,supposed,0.000535780224274
0,help,0.00053509925789
0,tiny,0.00053505369847
0,taking,0.000534328892895
0,wouldn,0.000533700634238
0,hostess,0.000532575517408
0,margarita,0.000531780557826
0,fine,0.000531465381487
0,gotten,0.000531373353302
0,arrived,0.000531278072084
0,tastes,0.000531181312044
0,asada,0.000529286112196
0,things,0.000529086476225
0,cut,0.000528658938114
0,extremely,0.000527891165815
0,authentic,0.000525827837956
0,cheap,0.00052480233092
0,portions,0.000523896402853
0,happened,0.000522907028743
0,hot,0.000521222417375
0,impressed,0.000520794345614
0,talking,0.000520679084801
0,box,0.000517564320165
0,sadly,0.00051719469111
0,correct,0.000516304285718
0,received,0.000516224633103
0,couldn,0.000515048575005
0,ordering,0.000513955544854
0,slowest,0.000512988853974
0,sign,0.000512579152498
0,showed,0.000512396685101
0,loud,0.000512107929651
0,days,0.00051134696851
0,coming,0.00051066743749
0,sucked,0.000510585191
0,chain,0.000510205690086
0,enchiladas,0.000510029440251
0,started,0.000508882573201
0,veggie,0.000508856789413
0,care,0.00050570600325
0,walk,0.000504877067397
0,especially,0.000504569864049
0,25,0.000504215910021
0,special,0.000502954894914
0,looking,0.000502214967381
0,hair,0.000497366257798
0,del,0.000497049251884
0,makes,0.000496537342277
0,plate,0.000495651247856
0,forever,0.000491698811082
0,charged,0.000491174716659
0,saw,0.000491125469745
0,served,0.000491066432906
0,owner,0.000489977960986
0,business,0.000488268402082
0,parking,0.000488139082985
0,tex,0.000485713568042
0,seen,0.000485694930433
0,stale,0.000485391675901
0,change,0.000483249957744
0,high,0.000483079306074
0,end,0.000482776581837
0,salt,0.000482555632031
0,everytime,0.000482041180462
0,disappointing,0.00048199056882
0,doesn,0.000478372601603
0,opened,0.000477848199959
0,worse,0.000477471032211
0,gross,0.000477048334137
0,bought,0.000477013737149
0,places,0.000474678317432
0,ate,0.00047445093008
0,nasty,0.000471333272161
0,single,0.000466879525338
0,far,0.000465206892242
0,franchise,0.000464582616817
0,feeling,0.000464579234941
0,road,0.00046385109958
0,write,0.000463088702033
0,space,0.000462460468533
0,lady,0.000461068289333
0,near,0.000460072740631
0,floors,0.000458699180087
0,pasqual,0.000458444042442
0,absolutely,0.000457261801015
0,average,0.000457253066724
0,donkey,0.000457220706214
0,sunday,0.000457114420223
0,corporate,0.000454256937156
0,card,0.000452992022515
0,yelp,0.000452802037162
0,nacho,0.000452308763091
0,charge,0.000452005734748
0,car,0.000451899551286
0,az,0.000451685840784
0,workers,0.000450539169256
0,smell,0.000450417061015
0,overall,0.000447808245493
0,hotel,0.000447445036003
0,including,0.000447402904703
0,literally,0.000446769221846
0,super,0.000446760120439
0,wendy,0.000445729811396
0,fresh,0.000445333966302
0,comes,0.00044520169034
0,thank,0.000444927033478
0,taken,0.000444367546581
0,months,0.000442966591265
0,dry,0.000442949500574
0,pm,0.000442926806374
0,wet,0.000441218368151
0,drove,0.000439801984488
0,tamales,0.000439733192881
0,messing,0.000439525615093
0,phoenix,0.000438745177854
0,blah,0.000436232972019
0,supreme,0.000435751079086
0,quite,0.000435196992787
0,vegas,0.000434355417568
0,company,0.000434155414059
0,stop,0.000433459219713
0,chance,0.000433010412042
0,hate,0.000432493128955
0,fan,0.000432465069865
0,making,0.000432278843687
0,serve,0.0004317235117
0,phone,0.000431378513004
0,smoking,0.00043098654792
0,running,0.000429733284709
0,grease,0.000429216749634
0,consistent,0.000429144316791
0,decor,0.000428270098163
0,mins,0.000427723758122
0,prepared,0.000427455819745
0,ended,0.000427452981879
0,large,0.000423474690457
0,fajitas,0.000422323444174
0,satisfied,0.000421641407803
0,crap,0.000421056464449
0,saying,0.000419912541795
0,husband,0.000417873471789
0,cooked,0.000416884184657
0,fact,0.000415526808408
0,fare,0.000414073188605
0,save,0.000413737091745
0,street,0.000413304916858
0,el,0.000413109657977
0,step,0.000411877338168
0,talk,0.000411054407108
0,soggy,0.000411022685234
0,speak,0.000410637291886
0,priced,0.000409453345301
0,garbage,0.000409321762298
0,min,0.000409307614846
0,feel,0.000408994644902
0,chili,0.00040697886662
0,border,0.000406834276692
0,face,0.000405785780044
0,realize,0.000405771434943
0,hope,0.000405259924074
0,mediocre,0.000405201222302
0,fear,0.000404856935662
0,total,0.000404361225261
0,overpriced,0.000403938275938
0,lettuce,0.000403914354724
0,town,0.000402836130552
0,online,0.000402163011145
0,yes,0.000400629547666
0,daughter,0.000400299416004
0,tomatoes,0.000398309098035
0,break,0.000398228097932
0,training,0.000396838907106
0,shot,0.000396495578072
0,hurts,0.00039635638763
0,spotted,0.000395651100301
0,ice,0.000395306889614
0,napkins,0.000394604998672
0,woman,0.000393747465198
0,children,0.000393629941591
0,handle,0.000392914772669
0,guacamole,0.000392404884389
0,room,0.00039228935474
0,green,0.000391908340505
0,thumbs,0.000391266788049
0,fail,0.000391057762295
0,excellent,0.00039054026431
0,kind,0.000390402760682
0,doing,0.000390394218144
0,damn,0.000390231519351
0,friendly,0.000389634240981
0,heard,0.000388893355134
0,standing,0.000388374096293
0,takes,0.000387486907473
0,tasteless,0.000387380992038
0,plus,0.000386450522944
0,mean,0.000386405335905
0,asking,0.00038559542328
0,filling,0.000385426125683
0,outdoor,0.000384945765462
0,simple,0.000384268370545
0,huge,0.000384140035304
0,experienced,0.000384040717675
0,crisp,0.000384015188528
0,45,0.000383499871924
0,deal,0.000383474400584
0,grill,0.000383344566355
0,sense,0.000380152938369
0,clean,0.000379734564511
0,attempt,0.000379176732661
0,cook,0.000378939918744
0,having,0.000378690785647
0,passed,0.000378233532649
0,late,0.00037790680976
0,okay,0.000377537941808
0,likely,0.0003771593976
0,pull,0.000377126367345
0,early,0.00037621798288
0,job,0.000375834929771
0,explained,0.000375284459056
0,forgot,0.000375149663586
0,pick,0.0003746121783
0,complaints,0.000374450506691
0,vegetarian,0.000372959641818
0,hole,0.000372909223978
0,tasty,0.000372236093928
0,middle,0.00037208703959
0,arizona,0.000372009532439
0,raw,0.000371174985396
0,incompetent,0.000369914292915
0,needless,0.000369258893736
0,las,0.000369150326437
0,anymore,0.000367951737332
0,atmosphere,0.000367458219589
0,bothered,0.000367271547313
0,hoping,0.000366869137042
0,40,0.000366797466365
0,los,0.000366777670898
0,kept,0.000365871931654
0,word,0.000365476765107
0,barely,0.000365418451927
0,trying,0.000365235158176
0,hundreds,0.000364880579805
0,plain,0.000363758426824
0,generally,0.000362077887779
0,wall,0.000361828811537
0,terribly,0.000360694161922
0,joke,0.000360134542381
0,regular,0.00035893135256
0,tasting,0.000358812862893
0,boy,0.000358347297311
0,double,0.000357167945785
0,plastic,0.000355853902729
0,spent,0.000354936360995
0,awesome,0.000354826497593
0,ambiance,0.00035476377993
0,tray,0.000354440836991
0,ridiculous,0.000353711952025
0,finishing,0.000353050709531
0,buy,0.000352557226578
0,flavorless,0.000351264949239
0,attended,0.000351243794389
0,refill,0.000349851145322
0,god,0.000349575112756
0,cure,0.00034952983349
0,weren,0.000348772560086
0,angry,0.000348711885698
0,microwaved,0.000348494345075
0,fajita,0.000348492716335
0,longer,0.00034837453922
0,certainly,0.000348086197985
0,servers,0.000347832117926
0,stay,0.000347667886382
0,chalupa,0.000347602926921
0,employee,0.000347430861401
0,inedible,0.000346655590925
0,fried,0.000346157727942
0,00,0.000346083863904
0,slower,0.000345496951936
0,month,0.000345410679307
0,arrive,0.000344525810203
0,lost,0.000344238873522
0,hand,0.000344064663637
0,needs,0.000344057230109
0,course,0.000343573549312
0,combo,0.000342865361858
0,bring,0.0003420933465
0,chile,0.000341342654753
0,forget,0.000339731950468
0,uncomfortable,0.000339555720239
0,notice,0.000339410699462
0,explain,0.000339089724082
0,worked,0.00033898100146
0,disappointment,0.000338880948755
0,classic,0.000338670755842
0,pieces,0.000338617698066
0,mistake,0.000338488686322
0,smh,0.000336990957226
0,anyways,0.000336235735708
0,honestly,0.000336091637334
0,moved,0.000335612531376
0,tolerable,0.000334997431655
0,gets,0.000334974528471
